Feature,Duration,SHAP_value,Type
High Gain Antenna Azimuth,510,0.32989037,OBS_N
High Gain Antenna Elevation,510,0.1246815,OBS_N
Radial Distance from Sun,520,0.05778604,OBS_N
Electronic Box Temperature,520,0.19690306,OBS_N
Out Board Sensor Temperature,520,0.07884113,OBS_N
In Board Sensor Temperature,520,0.04325809,OBS_N
Out Board Sensor minus In Board Sensor Temp.,520,0.05389305,OBS_N
Heater Dutycycle,520,0.026161091,OBS_N
Search Coil Magnetometer's Temperature,520,0.03458582,OBS_N
High Gain Antenna Azimuth,520,0.31933767,OBS_N
High Gain Antenna Elevation,520,0.12996332,OBS_N
Radial Distance from Sun,530,0.07391454,OBS_N
Electronic Box Temperature,530,0.18492655,OBS_N
Out Board Sensor Temperature,530,0.07520296,OBS_N
In Board Sensor Temperature,530,0.045186296,OBS_N
Out Board Sensor minus In Board Sensor Temp.,530,0.060003124,OBS_N
Heater Dutycycle,530,0.025772074,OBS_N
Search Coil Magnetometer's Temperature,530,0.033826705,OBS_N
High Gain Antenna Azimuth,530,0.33089367,OBS_N
High Gain Antenna Elevation,530,0.117983066,OBS_N
Radial Distance from Sun,600,0.0727513,OBS_N
Electronic Box Temperature,600,0.18089908,OBS_N
Out Board Sensor Temperature,600,0.0840054,OBS_N
In Board Sensor Temperature,600,0.054389104,OBS_N
Out Board Sensor minus In Board Sensor Temp.,600,0.06367458,OBS_N
Heater Dutycycle,600,0.028641919,OBS_N
Search Coil Magnetometer's Temperature,600,0.037418596,OBS_N
High Gain Antenna Azimuth,600,0.3257113,OBS_N
High Gain Antenna Elevation,600,0.09794477,OBS_N
Electronic Box Temperature,610,0.22048369,OBS_N
Out Board Sensor Temperature,610,0.085442655,OBS_N
In Board Sensor Temperature,610,0.051228255,OBS_N
Out Board Sensor minus In Board Sensor Temp.,610,0.06598287,OBS_N
Heater Dutycycle,610,0.044570725,OBS_N
Search Coil Magnetometer's Temperature,610,0.036045358,OBS_N
Solar Array's Angle,610,0.026087424,OBS_N
High Gain Antenna Azimuth,610,0.30670154,OBS_N
High Gain Antenna Elevation,610,0.09457463,OBS_N
Radial Distance from Sun,620,0.05880122,OBS_N
Electronic Box Temperature,620,0.20101747,OBS_N
Out Board Sensor Temperature,620,0.08986236,OBS_N
In Board Sensor Temperature,620,0.049601555,OBS_N
Out Board Sensor minus In Board Sensor Temp.,620,0.058196224,OBS_N
Heater Dutycycle,620,0.033205345,OBS_N
Solar Array's Angle,620,0.025738388,OBS_N
High Gain Antenna Azimuth,620,0.33743927,OBS_N
High Gain Antenna Elevation,620,0.079138905,OBS_N
Radial Distance from Sun,630,0.06807857,OBS_N
Electronic Box Temperature,630,0.21179065,OBS_N
Out Board Sensor Temperature,630,0.08335805,OBS_N
In Board Sensor Temperature,630,0.05494258,OBS_N
Out Board Sensor minus In Board Sensor Temp.,630,0.06580991,OBS_N
Heater Dutycycle,630,0.02797436,OBS_N
Search Coil Magnetometer's Temperature,630,0.030229326,OBS_N
High Gain Antenna Azimuth,630,0.31559193,OBS_N
High Gain Antenna Elevation,630,0.08335808,OBS_N
Electronic Box Temperature,640,0.2196156,OBS_N
Out Board Sensor Temperature,640,0.08739872,OBS_N
In Board Sensor Temperature,640,0.051656052,OBS_N
Out Board Sensor minus In Board Sensor Temp.,640,0.05673055,OBS_N
Heater Dutycycle,640,0.041827545,OBS_N
Search Coil Magnetometer's Temperature,640,0.031495158,OBS_N
Solar Array's Angle,640,0.026784038,OBS_N
High Gain Antenna Azimuth,640,0.31436566,OBS_N
High Gain Antenna Elevation,640,0.09446737,OBS_N
Radial Distance from Sun,650,0.06706484,OBS_N
Electronic Box Temperature,650,0.2062075,OBS_N
Out Board Sensor Temperature,650,0.09277749,OBS_N
Out Board Sensor minus In Board Sensor Temp.,650,0.09299721,OBS_N
Heater Dutycycle,650,0.027661042,OBS_N
Search Coil Magnetometer's Temperature,650,0.029581152,OBS_N
Solar Array's Angle,650,0.024027664,OBS_N
High Gain Antenna Azimuth,650,0.32542276,OBS_N
High Gain Antenna Elevation,650,0.074267045,OBS_N
Electronic Box Temperature,660,0.23311467,OBS_N
Out Board Sensor Temperature,660,0.093694076,OBS_N
In Board Sensor Temperature,660,0.044050984,OBS_N
Out Board Sensor minus In Board Sensor Temp.,660,0.06079055,OBS_N
Heater Dutycycle,660,0.036112547,OBS_N
Search Coil Magnetometer's Temperature,660,0.041471213,OBS_N
Solar Array's Angle,660,0.026309583,OBS_N
High Gain Antenna Azimuth,660,0.31386966,OBS_N
High Gain Antenna Elevation,660,0.06988151,OBS_N
Electronic Box Temperature,670,0.22529435,OBS_N
Out Board Sensor Temperature,670,0.10300398,OBS_N
In Board Sensor Temperature,670,0.04513539,OBS_N
Out Board Sensor minus In Board Sensor Temp.,670,0.064550206,OBS_N
Heater Dutycycle,670,0.028623734,OBS_N
Search Coil Magnetometer's Temperature,670,0.04207761,OBS_N
Solar Array's Angle,670,0.03764483,OBS_N
High Gain Antenna Azimuth,670,0.30664524,OBS_N
High Gain Antenna Elevation,670,0.07202348,OBS_N
Electronic Box Temperature,680,0.22333483,OBS_N
Out Board Sensor Temperature,680,0.09454507,OBS_N
In Board Sensor Temperature,680,0.04654527,OBS_N
Out Board Sensor minus In Board Sensor Temp.,680,0.07646285,OBS_N
Heater Dutycycle,680,0.041549817,OBS_N
Search Coil Magnetometer's Temperature,680,0.03813111,OBS_N
Solar Array's Angle,680,0.023630027,OBS_N
High Gain Antenna Azimuth,680,0.3102736,OBS_N
High Gain Antenna Elevation,680,0.07451567,OBS_N
Radial Distance from Sun,690,0.072560154,OBS_N
Electronic Box Temperature,690,0.19250268,OBS_N
Out Board Sensor Temperature,690,0.09811187,OBS_N
Out Board Sensor minus In Board Sensor Temp.,690,0.08727997,OBS_N
Heater Dutycycle,690,0.04307285,OBS_N
Search Coil Magnetometer's Temperature,690,0.038204975,OBS_N
Solar Array's Angle,690,0.023545094,OBS_N
High Gain Antenna Azimuth,690,0.32477894,OBS_N
High Gain Antenna Elevation,690,0.06276926,OBS_N
Electronic Box Temperature,700,0.21488774,OBS_N
Out Board Sensor Temperature,700,0.10241889,OBS_N
In Board Sensor Temperature,700,0.041639406,OBS_N
Out Board Sensor minus In Board Sensor Temp.,700,0.08349989,OBS_N
Heater Dutycycle,700,0.041668788,OBS_N
Search Coil Magnetometer's Temperature,700,0.04168382,OBS_N
Solar Array's Angle,700,0.020104352,OBS_N
High Gain Antenna Azimuth,700,0.32235077,OBS_N
High Gain Antenna Elevation,700,0.070252374,OBS_N
Radial Distance from Sun,710,0.06332068,OBS_N
Electronic Box Temperature,710,0.20130809,OBS_N
Out Board Sensor Temperature,710,0.09173818,OBS_N
In Board Sensor Temperature,710,0.05595512,OBS_N
Out Board Sensor minus In Board Sensor Temp.,710,0.07146168,OBS_N
Heater Dutycycle,710,0.040366698,OBS_N
Search Coil Magnetometer's Temperature,710,0.030443376,OBS_N
High Gain Antenna Azimuth,710,0.32079813,OBS_N
High Gain Antenna Elevation,710,0.05633055,OBS_N
Radial Distance from Sun,720,0.07479989,OBS_N
Electronic Box Temperature,720,0.21305925,OBS_N
Out Board Sensor Temperature,720,0.104292765,OBS_N
In Board Sensor Temperature,720,0.03921357,OBS_N
Out Board Sensor minus In Board Sensor Temp.,720,0.0648975,OBS_N
Heater Dutycycle,720,0.043452777,OBS_N
Search Coil Magnetometer's Temperature,720,0.030138565,OBS_N
High Gain Antenna Azimuth,720,0.32170063,OBS_N
High Gain Antenna Elevation,720,0.04944041,OBS_N
Radial Distance from Sun,730,0.062958814,OBS_N
Electronic Box Temperature,730,0.2061424,OBS_N
Out Board Sensor Temperature,730,0.08211703,OBS_N
In Board Sensor Temperature,730,0.045493856,OBS_N
Out Board Sensor minus In Board Sensor Temp.,730,0.06724665,OBS_N
Heater Dutycycle,730,0.055226326,OBS_N
Search Coil Magnetometer's Temperature,730,0.030193152,OBS_N
High Gain Antenna Azimuth,730,0.3232975,OBS_N
High Gain Antenna Elevation,730,0.066170946,OBS_N
Electronic Box Temperature,740,0.19949962,OBS_N
Out Board Sensor Temperature,740,0.092837885,OBS_N
In Board Sensor Temperature,740,0.051274367,OBS_N
Out Board Sensor minus In Board Sensor Temp.,740,0.08716623,OBS_N
Heater Dutycycle,740,0.03837535,OBS_N
Search Coil Magnetometer's Temperature,740,0.042244893,OBS_N
Solar Array's Angle,740,0.023466365,OBS_N
High Gain Antenna Azimuth,740,0.3268518,OBS_N
High Gain Antenna Elevation,740,0.06597175,OBS_N
Electronic Box Temperature,750,0.2014269,OBS_N
Out Board Sensor Temperature,750,0.102732524,OBS_N
In Board Sensor Temperature,750,0.042492416,OBS_N
Out Board Sensor minus In Board Sensor Temp.,750,0.089705355,OBS_N
Heater Dutycycle,750,0.05106549,OBS_N
Search Coil Magnetometer's Temperature,750,0.038651753,OBS_N
Solar Array's Angle,750,0.019162713,OBS_N
High Gain Antenna Azimuth,750,0.31869504,OBS_N
High Gain Antenna Elevation,750,0.06272355,OBS_N
Electronic Box Temperature,760,0.1960572,OBS_N
Out Board Sensor Temperature,760,0.09506733,OBS_N
In Board Sensor Temperature,760,0.041352604,OBS_N
Out Board Sensor minus In Board Sensor Temp.,760,0.085542336,OBS_N
Heater Dutycycle,760,0.05279629,OBS_N
Search Coil Magnetometer's Temperature,760,0.040230524,OBS_N
Solar Array's Angle,760,0.019055478,OBS_N
High Gain Antenna Azimuth,760,0.3297038,OBS_N
High Gain Antenna Elevation,760,0.07564094,OBS_N
Radial Distance from Sun,770,0.08118794,OBS_N
Electronic Box Temperature,770,0.18470648,OBS_N
Out Board Sensor Temperature,770,0.10161328,OBS_N
In Board Sensor Temperature,770,0.041361272,OBS_N
Out Board Sensor minus In Board Sensor Temp.,770,0.07173108,OBS_N
Heater Dutycycle,770,0.05317122,OBS_N
Solar Array's Angle,770,0.027503295,OBS_N
High Gain Antenna Azimuth,770,0.31897897,OBS_N
High Gain Antenna Elevation,770,0.05499437,OBS_N
Electronic Box Temperature,780,0.19820023,OBS_N
Out Board Sensor Temperature,780,0.08149664,OBS_N
In Board Sensor Temperature,780,0.05176016,OBS_N
Out Board Sensor minus In Board Sensor Temp.,780,0.08964972,OBS_N
Heater Dutycycle,780,0.067852765,OBS_N
Search Coil Magnetometer's Temperature,780,0.044493664,OBS_N
Solar Array's Angle,780,0.01912012,OBS_N
High Gain Antenna Azimuth,780,0.3184317,OBS_N
High Gain Antenna Elevation,780,0.06398845,OBS_N
Electronic Box Temperature,790,0.20055911,OBS_N
Out Board Sensor Temperature,790,0.10299608,OBS_N
In Board Sensor Temperature,790,0.04891933,OBS_N
Out Board Sensor minus In Board Sensor Temp.,790,0.08352047,OBS_N
Heater Dutycycle,790,0.056180537,OBS_N
Search Coil Magnetometer's Temperature,790,0.039254967,OBS_N
Solar Array's Angle,790,0.022196507,OBS_N
High Gain Antenna Azimuth,790,0.3329053,OBS_N
High Gain Antenna Elevation,790,0.04977044,OBS_N
Electronic Box Temperature,800,0.19979261,OBS_N
Out Board Sensor Temperature,800,0.11007981,OBS_N
In Board Sensor Temperature,800,0.051185843,OBS_N
Out Board Sensor minus In Board Sensor Temp.,800,0.07917333,OBS_N
Heater Dutycycle,800,0.051002122,OBS_N
Search Coil Magnetometer's Temperature,800,0.04164145,OBS_N
Solar Array's Angle,800,0.020513648,OBS_N
High Gain Antenna Azimuth,800,0.32313895,OBS_N
High Gain Antenna Elevation,800,0.054795317,OBS_N
Electronic Box Temperature,810,0.19104937,OBS_N
Out Board Sensor Temperature,810,0.12599787,OBS_N
In Board Sensor Temperature,810,0.04165607,OBS_N
Out Board Sensor minus In Board Sensor Temp.,810,0.06384288,OBS_N
Heater Dutycycle,810,0.055294357,OBS_N
Search Coil Magnetometer's Temperature,810,0.03779956,OBS_N
Solar Array's Angle,810,0.023815894,OBS_N
High Gain Antenna Azimuth,810,0.3380375,OBS_N
High Gain Antenna Elevation,810,0.052297268,OBS_N
Radial Distance from Sun,820,0.083830155,OBS_N
Electronic Box Temperature,820,0.19291647,OBS_N
Out Board Sensor Temperature,820,0.12678331,OBS_N
In Board Sensor Temperature,820,0.033730336,OBS_N
Heater Dutycycle,820,0.053633094,OBS_N
Search Coil Magnetometer's Temperature,820,0.04406022,OBS_N
Solar Array's Angle,820,0.02272654,OBS_N
High Gain Antenna Azimuth,820,0.31349814,OBS_N
High Gain Antenna Elevation,820,0.062058177,OBS_N
Electronic Box Temperature,830,0.20311306,OBS_N
Out Board Sensor Temperature,830,0.1300505,OBS_N
In Board Sensor Temperature,830,0.04680325,OBS_N
Out Board Sensor minus In Board Sensor Temp.,830,0.071249954,OBS_N
Heater Dutycycle,830,0.05999214,OBS_N
Search Coil Magnetometer's Temperature,830,0.045078073,OBS_N
Solar Array's Angle,830,0.015724728,OBS_N
High Gain Antenna Azimuth,830,0.3074261,OBS_N
High Gain Antenna Elevation,830,0.05883412,OBS_N
Radial Distance from Sun,840,0.073529676,OBS_N
Electronic Box Temperature,840,0.1782134,OBS_N
Out Board Sensor Temperature,840,0.12643412,OBS_N
In Board Sensor Temperature,840,0.04825224,OBS_N
Out Board Sensor minus In Board Sensor Temp.,840,0.0725629,OBS_N
Heater Dutycycle,840,0.056203842,OBS_N
Search Coil Magnetometer's Temperature,840,0.038008362,OBS_N
High Gain Antenna Azimuth,840,0.29118997,OBS_N
High Gain Antenna Elevation,840,0.060979296,OBS_N
Radial Distance from Sun,850,0.09378938,OBS_N
Electronic Box Temperature,850,0.17554511,OBS_N
Out Board Sensor Temperature,850,0.12811707,OBS_N
In Board Sensor Temperature,850,0.04086417,OBS_N
Heater Dutycycle,850,0.06693779,OBS_N
Search Coil Magnetometer's Temperature,850,0.041330792,OBS_N
Solar Array's Angle,850,0.020378975,OBS_N
High Gain Antenna Azimuth,850,0.29499677,OBS_N
High Gain Antenna Elevation,850,0.07272751,OBS_N
Radial Distance from Sun,860,0.0764577,OBS_N
Electronic Box Temperature,860,0.18825601,OBS_N
Out Board Sensor Temperature,860,0.13542889,OBS_N
In Board Sensor Temperature,860,0.046219617,OBS_N
Out Board Sensor minus In Board Sensor Temp.,860,0.06622687,OBS_N
Heater Dutycycle,860,0.04782008,OBS_N
Search Coil Magnetometer's Temperature,860,0.033461396,OBS_N
High Gain Antenna Azimuth,860,0.29104257,OBS_N
High Gain Antenna Elevation,860,0.061022114,OBS_N
Radial Distance from Sun,870,0.10165417,OBS_N
Electronic Box Temperature,870,0.18104003,OBS_N
Out Board Sensor Temperature,870,0.13384213,OBS_N
In Board Sensor Temperature,870,0.04463056,OBS_N
Heater Dutycycle,870,0.045457125,OBS_N
Search Coil Magnetometer's Temperature,870,0.038339272,OBS_N
Solar Array's Angle,870,0.013992808,OBS_N
High Gain Antenna Azimuth,870,0.30620372,OBS_N
High Gain Antenna Elevation,870,0.078031674,OBS_N
Radial Distance from Sun,880,0.0815175,OBS_N
Electronic Box Temperature,880,0.18861502,OBS_N
Out Board Sensor Temperature,880,0.11213222,OBS_N
In Board Sensor Temperature,880,0.042755343,OBS_N
Out Board Sensor minus In Board Sensor Temp.,880,0.066038825,OBS_N
Heater Dutycycle,880,0.057973478,OBS_N
Search Coil Magnetometer's Temperature,880,0.035188604,OBS_N
High Gain Antenna Azimuth,880,0.30289552,OBS_N
High Gain Antenna Elevation,880,0.051186062,OBS_N
Radial Distance from Sun,10,0.054459304,OBS_R
Electronic Box Temperature,10,0.07635457,OBS_R
Out Board Sensor Temperature,10,0.02662719,OBS_R
In Board Sensor Temperature,10,0.021238975,OBS_R
Out Board Sensor minus In Board Sensor Temp.,10,0.05942577,OBS_R
Search Coil Magnetometer's Temperature,10,0.09349948,OBS_R
Solar Array's Angle,10,0.0055249343,OBS_R
High Gain Antenna Azimuth,10,0.39725405,OBS_R
High Gain Antenna Elevation,10,0.22493978,OBS_R
Radial Distance from Sun,20,0.054459304,OBS_R
Electronic Box Temperature,20,0.07635457,OBS_R
Out Board Sensor Temperature,20,0.02662719,OBS_R
In Board Sensor Temperature,20,0.021238975,OBS_R
Out Board Sensor minus In Board Sensor Temp.,20,0.05942577,OBS_R
Search Coil Magnetometer's Temperature,20,0.09349948,OBS_R
Solar Array's Angle,20,0.0055249343,OBS_R
High Gain Antenna Azimuth,20,0.39725405,OBS_R
High Gain Antenna Elevation,20,0.22493978,OBS_R
Radial Distance from Sun,30,0.05749589,OBS_R
Electronic Box Temperature,30,0.060902935,OBS_R
Out Board Sensor Temperature,30,0.027107317,OBS_R
In Board Sensor Temperature,30,0.01710509,OBS_R
Out Board Sensor minus In Board Sensor Temp.,30,0.08184074,OBS_R
Heater Dutycycle,30,0.014183734,OBS_R
Search Coil Magnetometer's Temperature,30,0.0885962,OBS_R
High Gain Antenna Azimuth,30,0.40120053,OBS_R
High Gain Antenna Elevation,30,0.21082586,OBS_R
Radial Distance from Sun,40,0.059881985,OBS_R
Electronic Box Temperature,40,0.048090495,OBS_R
Out Board Sensor Temperature,40,0.036557723,OBS_R
In Board Sensor Temperature,40,0.017483603,OBS_R
Out Board Sensor minus In Board Sensor Temp.,40,0.11272065,OBS_R
Heater Dutycycle,40,0.024343159,OBS_R
Search Coil Magnetometer's Temperature,40,0.0659235,OBS_R
High Gain Antenna Azimuth,40,0.40590104,OBS_R
High Gain Antenna Elevation,40,0.19381234,OBS_R
Radial Distance from Sun,50,0.060205046,OBS_R
Electronic Box Temperature,50,0.049565002,OBS_R
In Board Sensor Temperature,50,0.029536996,OBS_R
Out Board Sensor minus In Board Sensor Temp.,50,0.11530834,OBS_R
Heater Dutycycle,50,0.031635433,OBS_R
Search Coil Magnetometer's Temperature,50,0.08273568,OBS_R
Solar Array's Angle,50,0.0058338363,OBS_R
High Gain Antenna Azimuth,50,0.39809036,OBS_R
High Gain Antenna Elevation,50,0.19398855,OBS_R
Radial Distance from Sun,60,0.05248819,OBS_R
Out Board Sensor Temperature,60,0.033362567,OBS_R
In Board Sensor Temperature,60,0.036329336,OBS_R
Out Board Sensor minus In Board Sensor Temp.,60,0.11135185,OBS_R
Heater Dutycycle,60,0.037005696,OBS_R
Search Coil Magnetometer's Temperature,60,0.083622724,OBS_R
Solar Array's Angle,60,0.010311933,OBS_R
High Gain Antenna Azimuth,60,0.38413146,OBS_R
High Gain Antenna Elevation,60,0.21027088,OBS_R
Radial Distance from Sun,70,0.059238914,OBS_R
Electronic Box Temperature,70,0.049624655,OBS_R
Out Board Sensor Temperature,70,0.03164369,OBS_R
In Board Sensor Temperature,70,0.03267958,OBS_R
Out Board Sensor minus In Board Sensor Temp.,70,0.08143602,OBS_R
Heater Dutycycle,70,0.025193147,OBS_R
Search Coil Magnetometer's Temperature,70,0.07902457,OBS_R
High Gain Antenna Azimuth,70,0.38513494,OBS_R
High Gain Antenna Elevation,70,0.20314896,OBS_R
Radial Distance from Sun,80,0.05175612,OBS_R
Electronic Box Temperature,80,0.044616077,OBS_R
Out Board Sensor Temperature,80,0.03378797,OBS_R
In Board Sensor Temperature,80,0.031620238,OBS_R
Out Board Sensor minus In Board Sensor Temp.,80,0.07815862,OBS_R
Heater Dutycycle,80,0.020441057,OBS_R
Search Coil Magnetometer's Temperature,80,0.0918356,OBS_R
High Gain Antenna Azimuth,80,0.383284,OBS_R
High Gain Antenna Elevation,80,0.20531963,OBS_R
Radial Distance from Sun,90,0.061243273,OBS_R
Electronic Box Temperature,90,0.045552395,OBS_R
Out Board Sensor Temperature,90,0.028892914,OBS_R
In Board Sensor Temperature,90,0.021635313,OBS_R
Out Board Sensor minus In Board Sensor Temp.,90,0.09412694,OBS_R
Heater Dutycycle,90,0.024679137,OBS_R
Search Coil Magnetometer's Temperature,90,0.074576914,OBS_R
High Gain Antenna Azimuth,90,0.3853261,OBS_R
High Gain Antenna Elevation,90,0.19628899,OBS_R
Radial Distance from Sun,100,0.059010103,OBS_R
Electronic Box Temperature,100,0.04440436,OBS_R
Out Board Sensor Temperature,100,0.031889934,OBS_R
In Board Sensor Temperature,100,0.02584912,OBS_R
Out Board Sensor minus In Board Sensor Temp.,100,0.08359245,OBS_R
Heater Dutycycle,100,0.019036105,OBS_R
Search Coil Magnetometer's Temperature,100,0.08771779,OBS_R
High Gain Antenna Azimuth,100,0.38347423,OBS_R
High Gain Antenna Elevation,100,0.19375153,OBS_R
Radial Distance from Sun,110,0.058014832,OBS_R
Electronic Box Temperature,110,0.0491459,OBS_R
Out Board Sensor Temperature,110,0.026142819,OBS_R
In Board Sensor Temperature,110,0.028997676,OBS_R
Out Board Sensor minus In Board Sensor Temp.,110,0.0848095,OBS_R
Heater Dutycycle,110,0.019732455,OBS_R
Search Coil Magnetometer's Temperature,110,0.094283774,OBS_R
High Gain Antenna Azimuth,110,0.37501392,OBS_R
High Gain Antenna Elevation,110,0.19349764,OBS_R
Radial Distance from Sun,120,0.0642074,OBS_R
Electronic Box Temperature,120,0.05745251,OBS_R
Out Board Sensor Temperature,120,0.028179929,OBS_R
In Board Sensor Temperature,120,0.026977977,OBS_R
Out Board Sensor minus In Board Sensor Temp.,120,0.0885091,OBS_R
Heater Dutycycle,120,0.016985424,OBS_R
Search Coil Magnetometer's Temperature,120,0.07376328,OBS_R
High Gain Antenna Azimuth,120,0.3695926,OBS_R
High Gain Antenna Elevation,120,0.19684634,OBS_R
Radial Distance from Sun,130,0.061245244,OBS_R
Electronic Box Temperature,130,0.08031303,OBS_R
Out Board Sensor Temperature,130,0.02843903,OBS_R
In Board Sensor Temperature,130,0.021332089,OBS_R
Out Board Sensor minus In Board Sensor Temp.,130,0.08682137,OBS_R
