Feature,Duration,SHAP_value,Type
Out Board Sensor minus In Board Sensor Temp.,850,0.07386002,IBS_T
Heater Dutycycle,850,0.2918406,IBS_T
Search Coil Magnetometer's Temperature,850,0.08013531,IBS_T
Solar Array's Angle,850,0.056244053,IBS_T
High Gain Antenna Azimuth,850,0.081051424,IBS_T
High Gain Antenna Elevation,850,0.0768513,IBS_T
Electronic Box Temperature,860,0.116725,IBS_T
Out Board Sensor Temperature,860,0.096573584,IBS_T
In Board Sensor Temperature,860,0.07465633,IBS_T
Out Board Sensor minus In Board Sensor Temp.,860,0.06278876,IBS_T
Heater Dutycycle,860,0.3067353,IBS_T
Search Coil Magnetometer's Temperature,860,0.08861419,IBS_T
Solar Array's Angle,860,0.044319354,IBS_T
High Gain Antenna Azimuth,860,0.07767557,IBS_T
High Gain Antenna Elevation,860,0.058370836,IBS_T
Electronic Box Temperature,870,0.109618954,IBS_T
Out Board Sensor Temperature,870,0.061544288,IBS_T
In Board Sensor Temperature,870,0.11421368,IBS_T
Out Board Sensor minus In Board Sensor Temp.,870,0.062429566,IBS_T
Heater Dutycycle,870,0.29865813,IBS_T
Search Coil Magnetometer's Temperature,870,0.08982718,IBS_T
Solar Array's Angle,870,0.05613217,IBS_T
High Gain Antenna Azimuth,870,0.07613919,IBS_T
High Gain Antenna Elevation,870,0.05964489,IBS_T
Electronic Box Temperature,880,0.114503175,IBS_T
Out Board Sensor Temperature,880,0.07040448,IBS_T
In Board Sensor Temperature,880,0.106740445,IBS_T
Out Board Sensor minus In Board Sensor Temp.,880,0.057278156,IBS_T
Heater Dutycycle,880,0.2962644,IBS_T
Search Coil Magnetometer's Temperature,880,0.09018774,IBS_T
Solar Array's Angle,880,0.051134143,IBS_T
High Gain Antenna Azimuth,880,0.08035274,IBS_T
High Gain Antenna Elevation,880,0.06714936,IBS_T
Radial Distance from Sun,10,0.16792282,OBS_N
Electronic Box Temperature,10,0.047137115,OBS_N
Out Board Sensor Temperature,10,0.08432547,OBS_N
In Board Sensor Temperature,10,0.04003027,OBS_N
Out Board Sensor minus In Board Sensor Temp.,10,0.04823965,OBS_N
Heater Dutycycle,10,0.35237715,OBS_N
Search Coil Magnetometer's Temperature,10,0.04295459,OBS_N
Solar Array's Angle,10,0.03375284,OBS_N
High Gain Antenna Azimuth,10,0.05479554,OBS_N
High Gain Antenna Elevation,10,0.12846452,OBS_N
Radial Distance from Sun,20,0.16792282,OBS_N
Electronic Box Temperature,20,0.047137115,OBS_N
Out Board Sensor Temperature,20,0.08432547,OBS_N
In Board Sensor Temperature,20,0.04003027,OBS_N
Out Board Sensor minus In Board Sensor Temp.,20,0.04823965,OBS_N
Heater Dutycycle,20,0.35237715,OBS_N
Search Coil Magnetometer's Temperature,20,0.04295459,OBS_N
Solar Array's Angle,20,0.03375284,OBS_N
High Gain Antenna Azimuth,20,0.05479554,OBS_N
High Gain Antenna Elevation,20,0.12846452,OBS_N
Radial Distance from Sun,30,0.17547864,OBS_N
Electronic Box Temperature,30,0.04027312,OBS_N
Out Board Sensor Temperature,30,0.08237835,OBS_N
In Board Sensor Temperature,30,0.030749183,OBS_N
Out Board Sensor minus In Board Sensor Temp.,30,0.03746716,OBS_N
Heater Dutycycle,30,0.38304186,OBS_N
Search Coil Magnetometer's Temperature,30,0.04475165,OBS_N
Solar Array's Angle,30,0.017982645,OBS_N
High Gain Antenna Azimuth,30,0.057360224,OBS_N
High Gain Antenna Elevation,30,0.13051717,OBS_N
Radial Distance from Sun,40,0.17804849,OBS_N
Electronic Box Temperature,40,0.04005111,OBS_N
Out Board Sensor Temperature,40,0.058240928,OBS_N
In Board Sensor Temperature,40,0.03857703,OBS_N
Out Board Sensor minus In Board Sensor Temp.,40,0.050996795,OBS_N
Heater Dutycycle,40,0.3763521,OBS_N
Search Coil Magnetometer's Temperature,40,0.05242574,OBS_N
Solar Array's Angle,40,0.014079658,OBS_N
High Gain Antenna Azimuth,40,0.04617395,OBS_N
High Gain Antenna Elevation,40,0.14505427,OBS_N
Radial Distance from Sun,50,0.08962105,OBS_N
Electronic Box Temperature,50,0.07736165,OBS_N
Out Board Sensor Temperature,50,0.062155385,OBS_N
In Board Sensor Temperature,50,0.02601369,OBS_N
Out Board Sensor minus In Board Sensor Temp.,50,0.046106603,OBS_N
Heater Dutycycle,50,0.3422518,OBS_N
Search Coil Magnetometer's Temperature,50,0.053671088,OBS_N
Solar Array's Angle,50,0.02008192,OBS_N
High Gain Antenna Azimuth,50,0.15750934,OBS_N
High Gain Antenna Elevation,50,0.12522745,OBS_N
Radial Distance from Sun,60,0.09274101,OBS_N
Electronic Box Temperature,60,0.11512653,OBS_N
Out Board Sensor Temperature,60,0.07487549,OBS_N
In Board Sensor Temperature,60,0.04316796,OBS_N
Out Board Sensor minus In Board Sensor Temp.,60,0.05258405,OBS_N
Heater Dutycycle,60,0.2175064,OBS_N
Search Coil Magnetometer's Temperature,60,0.033724852,OBS_N
High Gain Antenna Azimuth,60,0.28611004,OBS_N
High Gain Antenna Elevation,60,0.060603775,OBS_N
Radial Distance from Sun,70,0.08884749,OBS_N
Electronic Box Temperature,70,0.14869332,OBS_N
Out Board Sensor Temperature,70,0.12963623,OBS_N
In Board Sensor Temperature,70,0.04917613,OBS_N
Out Board Sensor minus In Board Sensor Temp.,70,0.07175838,OBS_N
Heater Dutycycle,70,0.032080907,OBS_N
Search Coil Magnetometer's Temperature,70,0.032567304,OBS_N
Solar Array's Angle,70,0.020018583,OBS_N
High Gain Antenna Azimuth,70,0.31760627,OBS_N
High Gain Antenna Elevation,70,0.10961541,OBS_N
Radial Distance from Sun,80,0.085823886,OBS_N
Electronic Box Temperature,80,0.15909426,OBS_N
Out Board Sensor Temperature,80,0.11692465,OBS_N
In Board Sensor Temperature,80,0.046955578,OBS_N
Out Board Sensor minus In Board Sensor Temp.,80,0.05922879,OBS_N
Heater Dutycycle,80,0.02158308,OBS_N
Search Coil Magnetometer's Temperature,80,0.03228416,OBS_N
Solar Array's Angle,80,0.005566919,OBS_N
High Gain Antenna Azimuth,80,0.35862604,OBS_N
High Gain Antenna Elevation,80,0.11391263,OBS_N
Radial Distance from Sun,90,0.0936949,OBS_N
Electronic Box Temperature,90,0.1674358,OBS_N
Out Board Sensor Temperature,90,0.08526673,OBS_N
In Board Sensor Temperature,90,0.05446597,OBS_N
Out Board Sensor minus In Board Sensor Temp.,90,0.05153877,OBS_N
Heater Dutycycle,90,0.025047496,OBS_N
Search Coil Magnetometer's Temperature,90,0.026470682,OBS_N
High Gain Antenna Azimuth,90,0.36498228,OBS_N
High Gain Antenna Elevation,90,0.110836536,OBS_N
Radial Distance from Sun,100,0.0808625,OBS_N
Electronic Box Temperature,100,0.17808688,OBS_N
Out Board Sensor Temperature,100,0.094924845,OBS_N
In Board Sensor Temperature,100,0.042324565,OBS_N
Out Board Sensor minus In Board Sensor Temp.,100,0.056524437,OBS_N
Heater Dutycycle,100,0.021874346,OBS_N
Search Coil Magnetometer's Temperature,100,0.025747065,OBS_N
High Gain Antenna Azimuth,100,0.37232295,OBS_N
High Gain Antenna Elevation,100,0.09599216,OBS_N
Radial Distance from Sun,110,0.08522939,OBS_N
Electronic Box Temperature,110,0.1680887,OBS_N
Out Board Sensor Temperature,110,0.090618275,OBS_N
In Board Sensor Temperature,110,0.046324152,OBS_N
Out Board Sensor minus In Board Sensor Temp.,110,0.045676753,OBS_N
Heater Dutycycle,110,0.02692247,OBS_N
Search Coil Magnetometer's Temperature,110,0.02250016,OBS_N
High Gain Antenna Azimuth,110,0.37958467,OBS_N
High Gain Antenna Elevation,110,0.11110224,OBS_N
Radial Distance from Sun,120,0.08726816,OBS_N
Electronic Box Temperature,120,0.1623625,OBS_N
Out Board Sensor Temperature,120,0.09401923,OBS_N
In Board Sensor Temperature,120,0.053733185,OBS_N
Out Board Sensor minus In Board Sensor Temp.,120,0.05191198,OBS_N
Heater Dutycycle,120,0.015000438,OBS_N
Search Coil Magnetometer's Temperature,120,0.022042451,OBS_N
High Gain Antenna Azimuth,120,0.38027832,OBS_N
High Gain Antenna Elevation,120,0.105810285,OBS_N
Radial Distance from Sun,130,0.09520647,OBS_N
Electronic Box Temperature,130,0.15723892,OBS_N
Out Board Sensor Temperature,130,0.10265889,OBS_N
In Board Sensor Temperature,130,0.042047393,OBS_N
Out Board Sensor minus In Board Sensor Temp.,130,0.05623066,OBS_N
Heater Dutycycle,130,0.021210918,OBS_N
Search Coil Magnetometer's Temperature,130,0.032140132,OBS_N
Solar Array's Angle,130,0.0040597906,OBS_N
High Gain Antenna Azimuth,130,0.3866693,OBS_N
High Gain Antenna Elevation,130,0.10253743,OBS_N
Radial Distance from Sun,140,0.08129136,OBS_N
Electronic Box Temperature,140,0.18017475,OBS_N
Out Board Sensor Temperature,140,0.09846153,OBS_N
In Board Sensor Temperature,140,0.034951456,OBS_N
Out Board Sensor minus In Board Sensor Temp.,140,0.053656872,OBS_N
Heater Dutycycle,140,0.035743013,OBS_N
Search Coil Magnetometer's Temperature,140,0.036492728,OBS_N
Solar Array's Angle,140,0.006016762,OBS_N
High Gain Antenna Azimuth,140,0.361121,OBS_N
High Gain Antenna Elevation,140,0.112090446,OBS_N
Radial Distance from Sun,150,0.08816976,OBS_N
Electronic Box Temperature,150,0.15430118,OBS_N
Out Board Sensor Temperature,150,0.0839344,OBS_N
In Board Sensor Temperature,150,0.05115029,OBS_N
Out Board Sensor minus In Board Sensor Temp.,150,0.054091435,OBS_N
Heater Dutycycle,150,0.03656057,OBS_N
Search Coil Magnetometer's Temperature,150,0.026301008,OBS_N
High Gain Antenna Azimuth,150,0.3843709,OBS_N
High Gain Antenna Elevation,150,0.09565075,OBS_N
Radial Distance from Sun,160,0.093351156,OBS_N
Electronic Box Temperature,160,0.15926607,OBS_N
Out Board Sensor Temperature,160,0.08531265,OBS_N
In Board Sensor Temperature,160,0.04360451,OBS_N
Out Board Sensor minus In Board Sensor Temp.,160,0.050591078,OBS_N
Heater Dutycycle,160,0.027849143,OBS_N
Search Coil Magnetometer's Temperature,160,0.028652547,OBS_N
High Gain Antenna Azimuth,160,0.37880665,OBS_N
High Gain Antenna Elevation,160,0.1026026,OBS_N
Radial Distance from Sun,170,0.06994784,OBS_N
Electronic Box Temperature,170,0.16439423,OBS_N
Out Board Sensor Temperature,170,0.07083961,OBS_N
In Board Sensor Temperature,170,0.058622092,OBS_N
Out Board Sensor minus In Board Sensor Temp.,170,0.058549453,OBS_N
Heater Dutycycle,170,0.03835924,OBS_N
Search Coil Magnetometer's Temperature,170,0.03132405,OBS_N
High Gain Antenna Azimuth,170,0.37475,OBS_N
High Gain Antenna Elevation,170,0.10483336,OBS_N
Radial Distance from Sun,180,0.071245894,OBS_N
Electronic Box Temperature,180,0.16675428,OBS_N
Out Board Sensor Temperature,180,0.092647664,OBS_N
In Board Sensor Temperature,180,0.04750998,OBS_N
Out Board Sensor minus In Board Sensor Temp.,180,0.054243717,OBS_N
Heater Dutycycle,180,0.038188722,OBS_N
Search Coil Magnetometer's Temperature,180,0.037992727,OBS_N
Solar Array's Angle,180,0.010151278,OBS_N
High Gain Antenna Azimuth,180,0.37764737,OBS_N
High Gain Antenna Elevation,180,0.10361846,OBS_N
Radial Distance from Sun,190,0.081435956,OBS_N
Electronic Box Temperature,190,0.16185111,OBS_N
Out Board Sensor Temperature,190,0.08656698,OBS_N
In Board Sensor Temperature,190,0.038308352,OBS_N
Out Board Sensor minus In Board Sensor Temp.,190,0.052001953,OBS_N
Heater Dutycycle,190,0.033221927,OBS_N
Search Coil Magnetometer's Temperature,190,0.03712194,OBS_N
Solar Array's Angle,190,0.015173721,OBS_N
High Gain Antenna Azimuth,190,0.37780607,OBS_N
High Gain Antenna Elevation,190,0.11651201,OBS_N
Radial Distance from Sun,200,0.08329506,OBS_N
Electronic Box Temperature,200,0.16028653,OBS_N
Out Board Sensor Temperature,200,0.07685459,OBS_N
In Board Sensor Temperature,200,0.06063742,OBS_N
Out Board Sensor minus In Board Sensor Temp.,200,0.05963979,OBS_N
Heater Dutycycle,200,0.028181316,OBS_N
Search Coil Magnetometer's Temperature,200,0.026089672,OBS_N
High Gain Antenna Azimuth,200,0.3691087,OBS_N
High Gain Antenna Elevation,200,0.10656963,OBS_N
Radial Distance from Sun,210,0.06858935,OBS_N
Electronic Box Temperature,210,0.16630818,OBS_N
Out Board Sensor Temperature,210,0.08568079,OBS_N
In Board Sensor Temperature,210,0.04361502,OBS_N
Out Board Sensor minus In Board Sensor Temp.,210,0.06599083,OBS_N
Heater Dutycycle,210,0.03286254,OBS_N
Search Coil Magnetometer's Temperature,210,0.02950543,OBS_N
High Gain Antenna Azimuth,210,0.37881646,OBS_N
High Gain Antenna Elevation,210,0.09811764,OBS_N
Radial Distance from Sun,220,0.09845202,OBS_N
Electronic Box Temperature,220,0.14710388,OBS_N
Out Board Sensor Temperature,220,0.09053008,OBS_N
In Board Sensor Temperature,220,0.05173474,OBS_N
Out Board Sensor minus In Board Sensor Temp.,220,0.047583755,OBS_N
Heater Dutycycle,220,0.020941282,OBS_N
Search Coil Magnetometer's Temperature,220,0.03777789,OBS_N
Solar Array's Angle,220,0.016022155,OBS_N
High Gain Antenna Azimuth,220,0.37536037,OBS_N
High Gain Antenna Elevation,220,0.11449384,OBS_N
Radial Distance from Sun,230,0.10034179,OBS_N
Electronic Box Temperature,230,0.1630998,OBS_N
Out Board Sensor Temperature,230,0.08540158,OBS_N
In Board Sensor Temperature,230,0.056320082,OBS_N
Out Board Sensor minus In Board Sensor Temp.,230,0.05715602,OBS_N
Heater Dutycycle,230,0.022708634,OBS_N
Search Coil Magnetometer's Temperature,230,0.04337679,OBS_N
Solar Array's Angle,230,0.009277386,OBS_N
High Gain Antenna Azimuth,230,0.34960526,OBS_N
High Gain Antenna Elevation,230,0.11271274,OBS_N
Radial Distance from Sun,240,0.08021371,OBS_N
Electronic Box Temperature,240,0.1729188,OBS_N
Out Board Sensor Temperature,240,0.057023022,OBS_N
In Board Sensor Temperature,240,0.05014111,OBS_N
Out Board Sensor minus In Board Sensor Temp.,240,0.06012364,OBS_N
Heater Dutycycle,240,0.036435567,OBS_N
Search Coil Magnetometer's Temperature,240,0.030984996,OBS_N
High Gain Antenna Azimuth,240,0.34854752,OBS_N
High Gain Antenna Elevation,240,0.13393952,OBS_N
Radial Distance from Sun,250,0.0910919,OBS_N
Electronic Box Temperature,250,0.15298843,OBS_N
Out Board Sensor Temperature,250,0.07293828,OBS_N
In Board Sensor Temperature,250,0.06400885,OBS_N
Out Board Sensor minus In Board Sensor Temp.,250,0.06348867,OBS_N
Heater Dutycycle,250,0.026088549,OBS_N
Search Coil Magnetometer's Temperature,250,0.033929035,OBS_N
Solar Array's Angle,250,0.014056507,OBS_N
High Gain Antenna Azimuth,250,0.3503129,OBS_N
High Gain Antenna Elevation,250,0.13109684,OBS_N
Radial Distance from Sun,260,0.08021545,OBS_N
Electronic Box Temperature,260,0.15116325,OBS_N
Out Board Sensor Temperature,260,0.059758883,OBS_N
In Board Sensor Temperature,260,0.04127689,OBS_N
Out Board Sensor minus In Board Sensor Temp.,260,0.06402482,OBS_N
Heater Dutycycle,260,0.044376045,OBS_N
Search Coil Magnetometer's Temperature,260,0.03553501,OBS_N
High Gain Antenna Azimuth,260,0.3480932,OBS_N
High Gain Antenna Elevation,260,0.15296397,OBS_N
Radial Distance from Sun,270,0.08361476,OBS_N
Electronic Box Temperature,270,0.16342871,OBS_N
Out Board Sensor Temperature,270,0.06626327,OBS_N
In Board Sensor Temperature,270,0.03647373,OBS_N
Out Board Sensor minus In Board Sensor Temp.,270,0.05505121,OBS_N
Heater Dutycycle,270,0.041819386,OBS_N
Search Coil Magnetometer's Temperature,270,0.038871706,OBS_N
Solar Array's Angle,270,0.010639985,OBS_N
High Gain Antenna Azimuth,270,0.34845006,OBS_N
High Gain Antenna Elevation,270,0.15538718,OBS_N
Radial Distance from Sun,280,0.08178672,OBS_N
Electronic Box Temperature,280,0.17057915,OBS_N
Out Board Sensor Temperature,280,0.0627503,OBS_N
In Board Sensor Temperature,280,0.029820621,OBS_N
Out Board Sensor minus In Board Sensor Temp.,280,0.053995598,OBS_N
Heater Dutycycle,280,0.0348592,OBS_N
Search Coil Magnetometer's Temperature,280,0.039225146,OBS_N
High Gain Antenna Azimuth,280,0.33273098,OBS_N
High Gain Antenna Elevation,280,0.1656317,OBS_N
Radial Distance from Sun,290,0.08583355,OBS_N
Electronic Box Temperature,290,0.16090366,OBS_N
Out Board Sensor Temperature,290,0.05969996,OBS_N
In Board Sensor Temperature,290,0.03947677,OBS_N
Out Board Sensor minus In Board Sensor Temp.,290,0.048913896,OBS_N
Heater Dutycycle,290,0.03269872,OBS_N
Search Coil Magnetometer's Temperature,290,0.043859392,OBS_N
Solar Array's Angle,290,0.013942671,OBS_N
High Gain Antenna Azimuth,290,0.34556973,OBS_N
High Gain Antenna Elevation,290,0.16910163,OBS_N
Radial Distance from Sun,300,0.08318639,OBS_N
Electronic Box Temperature,300,0.1638487,OBS_N
Out Board Sensor Temperature,300,0.061569206,OBS_N
In Board Sensor Temperature,300,0.03480803,OBS_N
Out Board Sensor minus In Board Sensor Temp.,300,0.05021978,OBS_N
Heater Dutycycle,300,0.036455795,OBS_N
Search Coil Magnetometer's Temperature,300,0.04962442,OBS_N
Solar Array's Angle,300,0.012282953,OBS_N
High Gain Antenna Azimuth,300,0.344829,OBS_N
High Gain Antenna Elevation,300,0.16317576,OBS_N
Radial Distance from Sun,310,0.09577442,OBS_N
Electronic Box Temperature,310,0.13885815,OBS_N
Out Board Sensor Temperature,310,0.057142098,OBS_N
In Board Sensor Temperature,310,0.024795776,OBS_N
Out Board Sensor minus In Board Sensor Temp.,310,0.053501822,OBS_N
Heater Dutycycle,310,0.04185416,OBS_N
Search Coil Magnetometer's Temperature,310,0.04007053,OBS_N
High Gain Antenna Azimuth,310,0.34901193,OBS_N
High Gain Antenna Elevation,310,0.16826892,OBS_N
Electronic Box Temperature,320,0.17368838,OBS_N
Out Board Sensor Temperature,320,0.070502505,OBS_N
In Board Sensor Temperature,320,0.036192015,OBS_N
Out Board Sensor minus In Board Sensor Temp.,320,0.059842564,OBS_N
Heater Dutycycle,320,0.033948544,OBS_N
Search Coil Magnetometer's Temperature,320,0.045954607,OBS_N
Solar Array's Angle,320,0.015029809,OBS_N
High Gain Antenna Azimuth,320,0.34843796,OBS_N
High Gain Antenna Elevation,320,0.17442557,OBS_N
Radial Distance from Sun,330,0.08734073,OBS_N
Electronic Box Temperature,330,0.15708566,OBS_N
Out Board Sensor Temperature,330,0.058517016,OBS_N
In Board Sensor Temperature,330,0.03098652,OBS_N
Out Board Sensor minus In Board Sensor Temp.,330,0.052790012,OBS_N
Heater Dutycycle,330,0.0281725,OBS_N
Search Coil Magnetometer's Temperature,330,0.05525448,OBS_N
Solar Array's Angle,330,0.012510032,OBS_N
High Gain Antenna Azimuth,330,0.34589624,OBS_N
High Gain Antenna Elevation,330,0.1714468,OBS_N
Radial Distance from Sun,340,0.061108086,OBS_N
Electronic Box Temperature,340,0.17518218,OBS_N
Out Board Sensor Temperature,340,0.069637425,OBS_N
In Board Sensor Temperature,340,0.029944297,OBS_N
Out Board Sensor minus In Board Sensor Temp.,340,0.0526918,OBS_N
Heater Dutycycle,340,0.032334745,OBS_N
Search Coil Magnetometer's Temperature,340,0.04102857,OBS_N
High Gain Antenna Azimuth,340,0.34621465,OBS_N
High Gain Antenna Elevation,340,0.16118693,OBS_N
Radial Distance from Sun,350,0.06063833,OBS_N
Electronic Box Temperature,350,0.17584372,OBS_N
Out Board Sensor Temperature,350,0.06764359,OBS_N
In Board Sensor Temperature,350,0.02831596,OBS_N
Out Board Sensor minus In Board Sensor Temp.,350,0.04566677,OBS_N
Heater Dutycycle,350,0.021480149,OBS_N
Search Coil Magnetometer's Temperature,350,0.05391286,OBS_N
High Gain Antenna Azimuth,350,0.3402031,OBS_N
High Gain Antenna Elevation,350,0.16694708,OBS_N
Electronic Box Temperature,360,0.17940477,OBS_N
Out Board Sensor Temperature,360,0.07715144,OBS_N
In Board Sensor Temperature,360,0.03859698,OBS_N
Out Board Sensor minus In Board Sensor Temp.,360,0.04417543,OBS_N
Heater Dutycycle,360,0.034090746,OBS_N
Search Coil Magnetometer's Temperature,360,0.053556565,OBS_N
Solar Array's Angle,360,0.011869869,OBS_N
High Gain Antenna Azimuth,360,0.33432373,OBS_N
High Gain Antenna Elevation,360,0.18310702,OBS_N
Radial Distance from Sun,370,0.050508734,OBS_N
Electronic Box Temperature,370,0.17008492,OBS_N
Out Board Sensor Temperature,370,0.08107307,OBS_N
In Board Sensor Temperature,370,0.02928982,OBS_N
Out Board Sensor minus In Board Sensor Temp.,370,0.051250502,OBS_N
Heater Dutycycle,370,0.019917369,OBS_N
Search Coil Magnetometer's Temperature,370,0.044790182,OBS_N
High Gain Antenna Azimuth,370,0.35062104,OBS_N
High Gain Antenna Elevation,370,0.16003148,OBS_N
Electronic Box Temperature,380,0.17555745,OBS_N
Out Board Sensor Temperature,380,0.06994156,OBS_N
In Board Sensor Temperature,380,0.02883669,OBS_N
Out Board Sensor minus In Board Sensor Temp.,380,0.054177143,OBS_N
Heater Dutycycle,380,0.034041736,OBS_N
Search Coil Magnetometer's Temperature,380,0.05254574,OBS_N
Solar Array's Angle,380,0.013105747,OBS_N
High Gain Antenna Azimuth,380,0.34111103,OBS_N
High Gain Antenna Elevation,380,0.17856692,OBS_N
Radial Distance from Sun,390,0.04962952,OBS_N
Electronic Box Temperature,390,0.17860685,OBS_N
Out Board Sensor Temperature,390,0.08329547,OBS_N
In Board Sensor Temperature,390,0.031863853,OBS_N
Out Board Sensor minus In Board Sensor Temp.,390,0.04036789,OBS_N
Heater Dutycycle,390,0.017917551,OBS_N
Search Coil Magnetometer's Temperature,390,0.04807564,OBS_N
High Gain Antenna Azimuth,390,0.34818128,OBS_N
High Gain Antenna Elevation,390,0.16016863,OBS_N
Radial Distance from Sun,400,0.0708945,OBS_N
Electronic Box Temperature,400,0.17344561,OBS_N
Out Board Sensor Temperature,400,0.0767332,OBS_N
In Board Sensor Temperature,400,0.038939018,OBS_N
Out Board Sensor minus In Board Sensor Temp.,400,0.039851937,OBS_N
Heater Dutycycle,400,0.0141702,OBS_N
Search Coil Magnetometer's Temperature,400,0.048782658,OBS_N
High Gain Antenna Azimuth,400,0.32625803,OBS_N
High Gain Antenna Elevation,400,0.17303118,OBS_N
Electronic Box Temperature,410,0.17187384,OBS_N
Out Board Sensor Temperature,410,0.081175804,OBS_N
In Board Sensor Temperature,410,0.03396381,OBS_N
Out Board Sensor minus In Board Sensor Temp.,410,0.04958541,OBS_N
Heater Dutycycle,410,0.035016112,OBS_N
Search Coil Magnetometer's Temperature,410,0.050406735,OBS_N
Solar Array's Angle,410,0.00844417,OBS_N
High Gain Antenna Azimuth,410,0.3489276,OBS_N
High Gain Antenna Elevation,410,0.17355135,OBS_N
Radial Distance from Sun,420,0.059081092,OBS_N
Electronic Box Temperature,420,0.17951928,OBS_N
Out Board Sensor Temperature,420,0.074113205,OBS_N
In Board Sensor Temperature,420,0.034481745,OBS_N
Out Board Sensor minus In Board Sensor Temp.,420,0.056850657,OBS_N
Heater Dutycycle,420,0.016398456,OBS_N
Search Coil Magnetometer's Temperature,420,0.04209053,OBS_N
High Gain Antenna Azimuth,420,0.33459175,OBS_N
High Gain Antenna Elevation,420,0.15700658,OBS_N
Radial Distance from Sun,430,0.072832145,OBS_N
Electronic Box Temperature,430,0.17205346,OBS_N
Out Board Sensor Temperature,430,0.07451913,OBS_N
In Board Sensor Temperature,430,0.043020327,OBS_N
Out Board Sensor minus In Board Sensor Temp.,430,0.04624311,OBS_N
Heater Dutycycle,430,0.023032758,OBS_N
Search Coil Magnetometer's Temperature,430,0.041047983,OBS_N
High Gain Antenna Azimuth,430,0.33058408,OBS_N
High Gain Antenna Elevation,430,0.15176612,OBS_N
Electronic Box Temperature,440,0.17629497,OBS_N
Out Board Sensor Temperature,440,0.0736905,OBS_N
In Board Sensor Temperature,440,0.037684307,OBS_N
Out Board Sensor minus In Board Sensor Temp.,440,0.057470247,OBS_N
Heater Dutycycle,440,0.036374707,OBS_N
Search Coil Magnetometer's Temperature,440,0.047117643,OBS_N
Solar Array's Angle,440,0.012674254,OBS_N
High Gain Antenna Azimuth,440,0.34314424,OBS_N
High Gain Antenna Elevation,440,0.16246605,OBS_N
Radial Distance from Sun,450,0.06493684,OBS_N
Electronic Box Temperature,450,0.18528582,OBS_N
Out Board Sensor Temperature,450,0.07158494,OBS_N
In Board Sensor Temperature,450,0.0401076,OBS_N
Out Board Sensor minus In Board Sensor Temp.,450,0.04664949,OBS_N
Heater Dutycycle,450,0.026607232,OBS_N
Search Coil Magnetometer's Temperature,450,0.04406833,OBS_N
High Gain Antenna Azimuth,450,0.32904577,OBS_N
High Gain Antenna Elevation,450,0.1452981,OBS_N
Radial Distance from Sun,460,0.058301635,OBS_N
Electronic Box Temperature,460,0.1798439,OBS_N
Out Board Sensor Temperature,460,0.084353454,OBS_N
In Board Sensor Temperature,460,0.03806019,OBS_N
Out Board Sensor minus In Board Sensor Temp.,460,0.05106862,OBS_N
Heater Dutycycle,460,0.018944379,OBS_N
Search Coil Magnetometer's Temperature,460,0.036846,OBS_N
High Gain Antenna Azimuth,460,0.33039343,OBS_N
High Gain Antenna Elevation,460,0.15210904,OBS_N
Radial Distance from Sun,470,0.068360835,OBS_N
Electronic Box Temperature,470,0.17012256,OBS_N
Out Board Sensor Temperature,470,0.084038995,OBS_N
In Board Sensor Temperature,470,0.041288923,OBS_N
Out Board Sensor minus In Board Sensor Temp.,470,0.061088327,OBS_N
Heater Dutycycle,470,0.019946516,OBS_N
Search Coil Magnetometer's Temperature,470,0.033074323,OBS_N
High Gain Antenna Azimuth,470,0.32964405,OBS_N
High Gain Antenna Elevation,470,0.13985008,OBS_N
Radial Distance from Sun,480,0.059231162,OBS_N
Electronic Box Temperature,480,0.18653548,OBS_N
Out Board Sensor Temperature,480,0.068589844,OBS_N
In Board Sensor Temperature,480,0.04301759,OBS_N
Out Board Sensor minus In Board Sensor Temp.,480,0.060015257,OBS_N
Heater Dutycycle,480,0.023127383,OBS_N
Search Coil Magnetometer's Temperature,480,0.035479136,OBS_N
High Gain Antenna Azimuth,480,0.33260894,OBS_N
High Gain Antenna Elevation,480,0.13983607,OBS_N
Electronic Box Temperature,490,0.18324734,OBS_N
Out Board Sensor Temperature,490,0.074318424,OBS_N
In Board Sensor Temperature,490,0.046218622,OBS_N
Out Board Sensor minus In Board Sensor Temp.,490,0.059388086,OBS_N
Heater Dutycycle,490,0.035971917,OBS_N
Search Coil Magnetometer's Temperature,490,0.041825987,OBS_N
Solar Array's Angle,490,0.021925976,OBS_N
High Gain Antenna Azimuth,490,0.32446107,OBS_N
High Gain Antenna Elevation,490,0.14806913,OBS_N
Radial Distance from Sun,500,0.08012297,OBS_N
Electronic Box Temperature,500,0.17458683,OBS_N
Out Board Sensor Temperature,500,0.078795664,OBS_N
In Board Sensor Temperature,500,0.048730858,OBS_N
Out Board Sensor minus In Board Sensor Temp.,500,0.03845528,OBS_N
Heater Dutycycle,500,0.023782482,OBS_N
Search Coil Magnetometer's Temperature,500,0.03821842,OBS_N
High Gain Antenna Azimuth,500,0.33039927,OBS_N
High Gain Antenna Elevation,500,0.12773293,OBS_N
Electronic Box Temperature,510,0.20157258,OBS_N
Out Board Sensor Temperature,510,0.07940001,OBS_N
In Board Sensor Temperature,510,0.03897669,OBS_N
Out Board Sensor minus In Board Sensor Temp.,510,0.07275749,OBS_N
Heater Dutycycle,510,0.029604826,OBS_N
Search Coil Magnetometer's Temperature,510,0.0461931,OBS_N
Solar Array's Angle,510,0.018298509,OBS_N
